kai,stn,lat,lon,se,year,mon,day,time,We,Wc,Ta,Tr,Lay,Dep,Tem,pH,DO,Sal,Dak,SS,COD,T-N,T-P,NO2-N,NO3-N,NH4-N,PO4-P,Chl.a,Phaeo,Lay,dep,Tem,pH,DO,Sal,Dak,SS,COD,T-N,T-P,NO2-N,NO3-N,NH4-N,PO4-P,Chl.a,Phaeo
KIS,WY01,341312,1350504,WT,2006,2,2,7:42,CL,4105,7,6.8,U,2.03,9.08,8.1,8.6,32.41,1.4,-,-,-,-,-,-,-,-,-,-,B,34.34,11.51,8.1,9.7,33.54,4.8,-,-,-,-,-,-,-,-,-,-
KIS,WY02,341312,1345950,WT,2006,2,2,14:03,CL,3702,11.5,6,U,2.12,9.26,8.1,8.8,32.79,2.2,1,1.7,0.32,0.025,0.012,0.043,0.05,0.014,4,<0.1,B,48,9.29,8.1,10.5,32.87,2.6,2,1.8,0.32,0.026,0.015,0.054,0.07,0.02,1,<0.1
KIS,WY03,341312,1345436,WT,2006,2,2,12:08,CL,3702,13.5,7,U,2.14,9.04,8.1,8.9,32.78,1.2,-,-,-,-,-,-,-,-,-,-,B,50.03,10.52,8,10.1,33.22,1.2,-,-,-,-,-,-,-,-,-,-
KIS,WY05,340852,1350504,WT,2006,2,1,12:41,RN,4202,9,6.8,U,2.47,10.12,8.1,8.3,33.16,1.7,1,1.2,0.29,0.015,0.005,0.011,0.05,0.006,0.5,<0.1,B,41.33,12.36,8.1,9.1,33.73,6.3,3,1,0.3,0.028,0.007,0.027,0.07,0.024,0.3,<0.1
KIS,WY06,340852,1345950,WT,2006,2,2,13:26,CL,3702,9.5,6,U,2,9.06,8.1,8.9,32.77,1.6,-,-,-,-,-,-,-,-,-,-,B,50,13.04,8.1,9.2,33.89,3.1,-,-,-,-,-,-,-,-,-,-
KIS,WY07,340852,1345436,WT,2006,2,2,12:45,CL,4000,9,5.9,U,2,9.31,8.1,8.8,32.82,2.1,1,1.8,0.26,0.024,0.011,0.046,0.04,0.017,4.3,<0.1,B,50.06,9.27,8,10.6,32.85,2.4,2,1.7,0.32,0.024,0.016,0.054,0.05,0.019,1.6,<0.1
KIS,WY08,340852,1344922,WT,2006,2,10,11:03,CL,3802,8.2,5.8,U,1.92,10.88,-,8.9,33.56,1.7,-,-,-,-,-,-,-,-,-,-,B,48.56,8.84,-,9.2,33.17,1.7,-,-,-,-,-,-,-,-,-,-
KIS,WY09,340852,1344408,WT,2006,2,10,10:31,CL,3802,4.8,7.2,U,1.87,7.92,-,9.5,33.03,1.4,<1,1.2,0.25,0.021,0.006,0.02,<0.05,0.012,1,0.4,B,20.03,7.89,-,9.6,33.03,1.4,<1,1.4,0.3,0.022,0.004,0.02,<0.05,0.014,0.9,0.2
KIS,WY10,340852,1343854,WT,2006,2,9,13:18,UC,4000,5.5,4.9,U,2.24,8.09,-,9.5,33.02,2.1,-,-,-,-,-,-,-,-,-,-,B,13.21,8.08,-,9.8,33.02,1.8,-,-,-,-,-,-,-,-,-,-
KIS,WY11,340432,1345950,WT,2006,2,1,8:45,SR,3702,14,7.6,U,2.06,10.32,8.1,8.3,33.15,1.1,1,1,0.31,0.033,0.009,0.041,0.05,0.019,0.4,<0.1,B,50.03,13.09,8,9.2,33.97,2.5,1,0.9,0.31,0.029,0.012,0.045,0.06,0.019,0.2,<0.1
KIS,WY12,340432,1345436,WT,2006,2,6,12:27,SN,3802,4.5,6.6,U,2,13.09,8,8,34.04,1.6,-,-,-,-,-,-,-,-,-,-,B,50.12,13.71,8,9.1,34.19,2.1,-,-,-,-,-,-,-,-,-,-
KIS,WY13,340432,1344922,WT,2006,2,9,9:50,UC,4000,4,3.8,U,1.99,13.08,-,8.4,34.11,2.8,3,1.4,0.26,0.021,0.013,0.07,<0.05,0.017,0.4,0.1,B,47.7,13.12,-,8.3,34.13,2.9,2,1.5,0.26,0.02,0.013,0.07,<0.05,0.017,0.5,0.1
KIS,WY14,340432,1344408,WT,2006,2,9,9:14,UC,4000,4,4.1,U,2.26,11.64,-,8.7,33.72,2.5,-,-,-,-,-,-,-,-,-,-,B,34.15,11.63,-,8.6,33.72,2.3,-,-,-,-,-,-,-,-,-,-
KIS,WY15,340432,1343854,WT,2006,2,9,13:49,UC,3800,6.5,3.5,U,1.84,8.4,-,9.5,32.71,3.4,2,1.6,0.25,0.023,0.008,0.06,<0.05,0.018,0.9,0.2,B,18.87,9.03,-,9.6,33.07,4,3,1.5,0.25,0.024,0.009,0.05,<0.05,0.021,0.6,0.4
KIS,WY16,340012,1350504,WT,2006,2,1,11:30,UC,4105,11,14,U,2.09,16.26,8.1,7.1,34.6,0.5,1,0.7,0.32,0.029,0.014,0.066,0.07,0.023,0.1,<0.1,B,35.05,16.19,8.1,8.2,34.59,0.6,<1,0.9,0.29,0.023,0.014,0.065,0.03,0.02,0.1,<0.1
KIS,WY17,340012,1345950,WT,2006,2,1,9:36,SR,4302,9,24.8,U,1.91,16.59,8.1,7,34.65,0.3,-,-,-,-,-,-,-,-,-,-,B,50.21,15.66,8.1,8.1,34.52,0.7,-,-,-,-,-,-,-,-,-,-
